Property_ID,Location,Property_Type,Monthly_Rent,Vacancy_Status,Square_Footage,Bedrooms,Bathrooms,Date_Added,Lease_Length_Months,Tenant_Income,Maintenance_Cost,Property_Age,Landlord_ID,Last_Renovation_Date,Utilities_Included,Rent_Increase,Complaint_Count,Satisfaction_Score,Market_Value
210,Winnipeg,House,2902,Rented,503,4,1,2015-12-24,21,10176,348,77,128,2015-02-11,No,2.66,18,4,188374
211,Edmonton,House,2152,Rented,571,2,3,2023-04-23,14,8703,969,36,223,2022-04-19,No,3.05,7,2,653320
212,Halifax,Townhouse,3014,Rented,1810,2,2,2018-09-04,31,11637,575,29,482,2016-10-30,No,1.61,4,6,386372
213,Edmonton,House,2989,Rented,3541,4,1,2022-05-30,35,5751,215,60,264,2015-11-30,Yes,0.03,17,1,645759
214,Winnipeg,House,2470,Vacant,442,2,1,2020-05-02,32,11591,375,53,146,2022-10-10,No,4.81,19,4,419842
215,Ottawa,Condo,1629,Vacant,2557,1,1,2023-10-12,30,3331,170,41,205,2022-03-01,No,4.61,3,3,473602
216,Montreal,Townhouse,2587,Rented,3552,3,1,2015-02-18,17,6879,979,31,335,2017-06-21,Yes,3.32,13,3,885667
217,Halifax,Condo,3074,Rented,1296,1,1,2016-09-14,24,5498,674,83,406,2020-06-26,No,1.19,6,7,164530
218,Calgary,House,3166,Vacant,2643,4,2,2015-07-26,17,3784,417,79,65,2020-05-19,No,0.02,19,8,459144
219,Montreal,Townhouse,3061,Rented,2646,2,2,2015-02-07,35,10752,126,60,487,2019-06-24,No,3.69,5,4,598223
220,Toronto,Townhouse,3680,Rented,3551,2,1,2019-12-24,11,3968,170,24,98,2019-04-10,No,1.64,12,5,881438
221,Calgary,Condo,1134,Vacant,2031,4,3,2018-11-09,22,10850,590,25,346,2015-10-17,Yes,3.5,5,6,368062
222,Montreal,House,3127,Rented,2772,4,3,2017-07-11,35,3515,253,49,482,2015-01-23,No,2.89,1,9,201753
223,Vancouver,Condo,3576,Vacant,2759,2,1,2020-12-14,7,10367,343,82,232,2022-10-21,No,2.43,18,3,94005
224,Winnipeg,Apartment,3400,Vacant,3449,4,1,2017-05-17,18,7273,675,65,248,2016-01-04,Yes,1.05,3,5,289600
225,Vancouver,Townhouse,2766,Vacant,2389,2,1,2015-10-03,12,11815,627,54,346,2020-09-16,Yes,4.39,0,8,113975
226,Montreal,Apartment,3670,Vacant,3262,3,3,2022-10-31,9,11646,969,84,206,2018-11-26,Yes,2.06,3,7,159208
227,Vancouver,Condo,2489,Rented,1704,1,2,2015-07-06,30,6488,276,91,48,2023-06-09,No,3.41,18,8,882353
228,Toronto,House,2435,Rented,941,4,2,2018-12-01,27,2816,639,32,350,2018-10-31,No,1.61,6,9,587767
229,Ottawa,Apartment,2943,Vacant,3942,4,1,2022-03-12,32,11694,264,97,124,2017-12-31,Yes,2.87,6,2,666997
230,Montreal,Condo,1460,Rented,2271,1,3,2016-05-23,15,5929,925,76,438,2015-03-26,Yes,0.08,13,1,786495
231,Vancouver,Apartment,2057,Rented,3713,3,1,2021-03-27,19,5327,582,59,461,2015-04-05,No,4.13,8,2,944827
232,Edmonton,Apartment,2294,Rented,1430,2,1,2018-10-13,29,6041,822,48,262,2015-03-20,Yes,4.68,15,5,260834
233,Montreal,Townhouse,1764,Vacant,1058,1,3,2016-01-22,33,8316,913,4,43,2018-06-08,No,2.08,18,2,131777
234,Montreal,Condo,1912,Vacant,1914,4,1,2017-02-21,6,9119,892,64,281,2019-08-01,No,1.33,18,5,904019
235,Calgary,Townhouse,987,Rented,3963,2,1,2022-11-16,22,11755,749,94,114,2017-09-22,Yes,0.31,0,7,488663
236,Edmonton,Townhouse,2348,Rented,2671,1,3,2015-07-24,26,5649,492,7,453,2022-12-27,Yes,1.53,11,7,613558
237,Toronto,Townhouse,2933,Vacant,1073,1,2,2023-06-22,9,6828,645,81,436,2015-11-27,No,3.61,8,2,900072
238,Calgary,Condo,1374,Vacant,1349,4,2,2017-11-16,25,8747,182,42,142,2015-01-22,No,0.77,3,8,658008
239,Calgary,Condo,1346,Vacant,3410,1,1,2016-06-08,12,10689,401,4,435,2018-10-07,Yes,3.75,17,4,661403
240,Calgary,Apartment,3510,Rented,3597,1,2,2015-05-27,35,5404,348,3,261,2015-01-13,No,0.83,16,9,494180
241,Halifax,House,2659,Rented,1944,3,1,2020-01-27,13,11479,737,37,65,2017-05-03,Yes,2.51,2,7,99995
242,Vancouver,Condo,1371,Vacant,2412,4,2,2022-04-24,11,4540,716,36,353,2019-10-01,No,2.78,2,3,65035
243,Ottawa,Townhouse,3454,Rented,413,4,1,2019-12-30,12,2866,274,95,144,2020-01-30,No,1.19,17,9,685765
244,Calgary,Condo,2151,Rented,849,1,2,2015-03-12,29,3901,885,31,237,2021-02-21,Yes,2.79,3,8,239816
245,Calgary,Condo,1974,Rented,2711,3,3,2020-04-01,24,5431,511,49,225,2017-03-22,Yes,0.7,9,3,489130
246,Vancouver,House,1942,Rented,614,4,3,2020-12-05,29,10178,402,21,279,2023-09-10,Yes,3.58,5,7,129556
247,Winnipeg,House,3105,Rented,3712,2,2,2023-02-26,22,7705,557,86,451,2021-04-04,No,1.35,6,3,331947
248,Vancouver,Townhouse,2018,Vacant,3279,3,2,2021-11-03,32,6682,431,61,334,2020-06-14,No,2.59,11,1,761628
249,Winnipeg,House,1955,Rented,369,4,3,2020-05-01,15,7218,924,5,359,2017-11-01,Yes,4.73,10,3,712596
250,Vancouver,House,1592,Rented,386,4,1,2016-06-08,21,6940,735,84,340,2018-12-15,Yes,2.57,13,4,551498
251,Montreal,Condo,2767,Vacant,1685,3,2,2017-10-26,27,9655,355,88,165,2019-04-17,Yes,1.03,0,5,169730
252,Vancouver,House,2703,Rented,1142,3,1,2015-04-22,9,8488,348,41,35,2015-01-04,Yes,3.49,11,1,955890
253,Calgary,Townhouse,821,Rented,2518,1,3,2023-03-21,19,11773,241,95,294,2015-10-26,Yes,3.16,15,5,448165
254,Ottawa,House,1747,Rented,2146,1,1,2022-03-31,15,3816,239,21,423,2019-11-27,Yes,3.71,11,2,159143
255,Calgary,House,3565,Rented,2697,3,1,2015-06-18,25,4251,505,63,365,2023-04-28,Yes,0.2,19,5,60876
256,Edmonton,Condo,1939,Rented,464,4,2,2023-09-30,17,8203,150,39,430,2023-10-23,Yes,2.1,11,8,163225
257,Toronto,Condo,3865,Rented,2689,4,3,2018-10-15,34,8506,323,53,139,2023-12-30,No,0.52,13,4,147517
258,Vancouver,House,894,Rented,3177,4,1,2016-07-19,35,4609,642,69,11,2017-02-13,No,3.8,18,8,859676
259,Vancouver,Apartment,1589,Rented,920,1,2,2019-10-12,35,5646,340,35,292,2021-08-19,No,4.3,15,6,690026
260,Ottawa,Apartment,1910,Rented,1770,1,2,2021-07-26,19,7703,695,6,153,2015-12-09,No,1.34,16,3,482351
261,Montreal,Condo,3427,Vacant,3622,2,3,2016-12-11,31,7561,889,79,278,2019-06-28,Yes,2.3,10,3,953180
262,Montreal,House,2299,Vacant,307,3,2,2020-03-21,31,6628,508,58,453,2022-02-21,Yes,3.43,9,9,744691
263,Winnipeg,Townhouse,2226,Vacant,3247,2,3,2018-09-09,15,7493,785,23,31,2018-10-25,No,1.85,9,1,834060
264,Montreal,House,3658,Rented,2557,4,3,2015-06-11,30,7427,476,50,111,2016-03-18,No,2.89,0,9,348267
265,Vancouver,Townhouse,1260,Vacant,1603,4,3,2019-08-13,29,10582,587,87,110,2022-10-25,No,3.97,17,5,311193
266,Edmonton,Townhouse,3975,Rented,651,3,1,2016-10-25,34,3978,604,41,265,2015-08-01,Yes,1.41,9,6,941510
267,Halifax,Townhouse,3713,Vacant,639,4,3,2020-05-24,24,11972,976,96,341,2023-10-13,No,3.26,19,5,489998
268,Toronto,Condo,1039,Rented,2158,2,3,2016-06-25,12,6946,914,87,9,2023-03-28,No,1.11,1,7,592544
269,Winnipeg,Apartment,3457,Vacant,2537,2,3,2021-08-03,25,11156,617,7,82,2017-12-02,Yes,1.47,15,3,384127
270,Edmonton,Townhouse,3709,Vacant,3065,4,2,2022-11-19,14,7635,109,59,128,2018-11-29,No,2.52,12,4,677464
271,Calgary,Townhouse,2042,Vacant,466,3,3,2023-01-18,25,4247,736,46,170,2022-11-29,No,0.05,4,8,219168
272,Edmonton,Townhouse,3561,Rented,2166,4,2,2022-11-04,15,2988,149,59,3,2019-09-11,Yes,1.69,15,4,297254
273,Calgary,Apartment,1207,Vacant,2236,2,1,2019-02-16,9,7670,301,62,16,2015-11-24,No,4.68,1,4,808849
274,Winnipeg,Townhouse,3156,Rented,2961,4,1,2021-07-02,35,2905,502,16,397,2016-03-26,Yes,2.33,4,1,393504
275,Vancouver,Townhouse,2429,Rented,455,1,3,2023-08-12,17,9882,702,69,424,2017-08-08,Yes,1.86,5,7,730683
276,Toronto,House,2457,Vacant,3864,1,2,2016-02-17,35,6184,760,54,80,2021-04-09,Yes,1.68,13,8,566276
277,Toronto,Condo,1354,Rented,1960,2,2,2016-12-19,11,7101,353,73,382,2018-09-09,No,2.1,9,8,660214
278,Ottawa,Condo,1739,Vacant,632,3,2,2016-12-21,24,11224,711,45,474,2018-03-02,No,2.16,4,9,660450
279,Toronto,Townhouse,1745,Vacant,2067,4,2,2017-11-10,21,4639,760,42,347,2016-06-06,No,0.51,9,8,981993
280,Winnipeg,Apartment,1754,Rented,470,1,3,2017-08-11,15,11110,488,89,71,2019-01-06,No,1.03,9,1,495764
281,Edmonton,House,2945,Vacant,3202,3,2,2019-01-29,25,7783,899,68,376,2023-02-26,Yes,1.04,10,8,286346
282,Ottawa,House,1439,Rented,1114,4,1,2023-08-24,34,11945,549,55,466,2019-03-13,No,4.82,1,8,788348
283,Ottawa,Apartment,3564,Rented,364,1,2,2015-03-28,33,11329,752,52,230,2018-08-31,No,4.37,19,6,351062
284,Edmonton,Townhouse,2575,Rented,1345,1,1,2017-07-20,29,9710,475,18,48,2017-08-26,No,4.78,1,7,599474
285,Toronto,Townhouse,3371,Vacant,3391,1,1,2016-04-18,28,8810,250,56,117,2015-09-10,No,4.12,15,1,697091
286,Winnipeg,House,1636,Vacant,2169,3,3,2021-02-18,11,3094,799,10,406,2019-12-20,Yes,0.15,17,8,874734
287,Edmonton,Townhouse,2938,Rented,3554,2,2,2016-11-14,27,4530,595,23,41,2019-10-06,Yes,2.85,3,2,351683
288,Ottawa,Condo,3014,Rented,2801,1,3,2021-03-12,23,6969,712,5,51,2022-11-07,Yes,2.05,5,4,679094
289,Vancouver,Townhouse,3953,Vacant,1668,3,3,2020-07-03,27,9839,465,31,32,2019-11-08,No,3.84,0,2,843782
290,Winnipeg,Townhouse,3357,Rented,1053,2,1,2020-12-22,21,2549,754,65,376,2020-10-21,Yes,4.0,13,5,971253
291,Montreal,Condo,851,Rented,2210,1,1,2017-01-15,11,3603,193,80,84,2017-07-03,No,0.17,4,5,919139
292,Calgary,Condo,1053,Vacant,379,1,2,2023-01-16,25,11465,117,46,217,2018-05-24,Yes,1.8,13,8,700325
293,Vancouver,Townhouse,3911,Rented,1653,3,3,2019-02-25,31,2849,987,46,274,2022-09-27,Yes,2.6,17,6,578257
294,Montreal,Apartment,3486,Vacant,523,1,2,2017-11-25,7,8357,749,90,462,2016-12-18,No,0.36,7,6,563734
295,Winnipeg,Townhouse,849,Rented,3271,2,1,2021-06-09,33,9936,216,19,285,2022-05-16,Yes,4.29,12,8,451032
296,Winnipeg,Townhouse,3924,Rented,1649,2,1,2023-04-26,24,9748,185,93,464,2017-01-19,No,1.95,11,7,56910
297,Vancouver,Townhouse,1344,Vacant,2718,3,1,2022-10-29,8,5341,511,57,257,2021-12-07,Yes,2.81,18,7,314983
298,Vancouver,House,2385,Rented,839,3,2,2019-06-05,17,6255,647,7,82,2020-07-26,Yes,0.16,10,5,344995
299,Ottawa,Apartment,3992,Vacant,3203,1,2,2015-12-27,14,5889,297,3,404,2023-06-29,Yes,2.29,1,7,585222
300,Winnipeg,Townhouse,2828,Vacant,1882,1,3,2015-10-11,11,11178,647,51,375,2021-07-06,No,4.15,10,2,161073
301,Toronto,Apartment,2849,Rented,1132,1,2,2018-05-29,25,2583,880,28,311,2016-08-19,No,2.93,18,5,659064
302,Edmonton,Apartment,908,Vacant,3471,4,1,2020-02-13,26,4943,540,56,143,2015-01-18,Yes,4.12,6,9,283470
303,Halifax,House,2532,Vacant,3184,1,3,2023-02-07,25,6891,444,97,477,2022-06-25,Yes,1.7,3,2,570816
304,Winnipeg,House,3289,Rented,2570,2,2,2018-02-19,34,4174,143,8,418,2017-01-13,No,4.11,13,6,837984
305,Vancouver,House,3454,Rented,3514,3,1,2020-12-10,29,4759,847,63,408,2017-10-11,No,4.38,5,4,472188
306,Edmonton,House,1106,Rented,337,2,1,2018-12-23,11,5377,235,45,314,2018-02-24,Yes,3.09,18,6,672127
307,Toronto,Townhouse,3357,Vacant,440,1,3,2018-08-21,27,4132,828,39,402,2020-02-24,Yes,2.77,16,8,74693
308,Ottawa,House,1633,Vacant,2703,1,2,2017-06-16,6,4643,102,81,459,2020-02-23,No,1.64,3,1,510230
309,Vancouver,Condo,1678,Rented,2394,3,2,2017-11-05,13,4733,912,10,52,2020-09-10,Yes,1.59,5,8,70043
310,Vancouver,Condo,2400,Vacant,858,2,2,2022-04-13,26,8859,729,66,376,2017-10-28,Yes,3.86,5,5,268322
311,Vancouver,Apartment,3523,Rented,1606,3,1,2018-11-20,12,9506,185,68,393,2023-07-15,No,1.32,7,3,738677
312,Montreal,Condo,3369,Rented,1925,3,3,2017-02-20,10,6045,332,97,172,2015-02-05,Yes,4.14,11,7,938492
313,Edmonton,Townhouse,3507,Vacant,1977,4,3,2016-06-20,9,10355,471,93,347,2015-06-13,No,0.82,4,1,654388
314,Halifax,House,2651,Vacant,314,2,3,2018-09-11,31,5407,496,43,176,2023-02-26,No,4.36,8,6,767217
315,Calgary,Apartment,2727,Vacant,3358,2,2,2016-03-11,26,8199,459,98,76,2016-11-18,No,2.57,5,4,344713
316,Ottawa,House,1656,Rented,3359,1,1,2022-07-28,27,2533,378,23,274,2018-10-09,No,0.2,8,1,711382
317,Vancouver,Townhouse,1471,Rented,943,3,2,2019-06-03,27,4690,529,76,467,2015-04-26,Yes,1.71,9,5,74425
318,Vancouver,House,3988,Vacant,3353,1,2,2018-07-03,9,4223,221,10,435,2015-06-01,Yes,0.78,5,4,811923
319,Edmonton,Townhouse,3842,Vacant,3660,2,2,2018-02-15,9,2875,162,23,250,2022-05-04,Yes,0.21,8,1,229948
320,Toronto,Condo,1574,Vacant,1150,3,1,2017-04-16,34,3290,781,54,284,2018-06-01,No,4.36,18,2,668496
321,Vancouver,Townhouse,2183,Rented,2817,2,2,2023-07-27,18,10222,525,50,385,2019-11-30,No,4.03,8,5,738965
322,Winnipeg,Townhouse,2089,Rented,2313,1,1,2018-01-27,12,8895,737,40,496,2022-03-08,Yes,2.37,14,4,477156
323,Ottawa,Townhouse,1700,Vacant,2421,3,1,2015-08-10,18,9430,900,28,122,2022-05-05,No,0.74,9,9,547351
324,Halifax,Apartment,3619,Vacant,1762,3,2,2020-12-28,11,6807,231,66,412,2016-06-18,Yes,1.7,18,3,487289
325,Toronto,House,2006,Vacant,2742,1,1,2023-07-16,29,8978,271,13,490,2019-12-18,Yes,4.88,2,4,210945
326,Halifax,Apartment,1517,Rented,2230,4,2,2023-05-13,26,10617,597,54,306,2022-04-24,No,4.15,11,2,102477
327,Edmonton,Condo,2534,Rented,449,1,3,2020-07-21,12,11582,133,65,319,2017-03-15,Yes,3.81,7,9,98708
328,Ottawa,Townhouse,1261,Rented,3037,1,2,2022-03-03,25,3893,921,84,288,2020-08-04,No,4.29,1,7,359819
329,Montreal,Condo,2583,Rented,918,2,1,2019-12-28,27,7817,740,76,475,2015-08-12,No,0.75,9,5,403225
330,Vancouver,Condo,1096,Rented,688,2,3,2017-04-28,30,3714,845,94,326,2018-12-04,Yes,3.63,8,1,752030
331,Edmonton,Townhouse,1802,Vacant,3940,1,2,2016-11-24,15,7660,711,62,370,2016-05-04,Yes,4.81,10,2,614765
332,Winnipeg,Condo,1662,Vacant,1802,1,3,2019-06-08,20,6127,637,38,93,2016-09-16,No,1.37,3,3,262390
333,Edmonton,Condo,2844,Vacant,3358,2,2,2020-07-03,34,8611,350,32,419,2020-10-12,No,0.18,13,4,180339
334,Vancouver,House,3143,Vacant,414,2,1,2016-05-11,7,10453,756,56,180,2017-06-29,Yes,4.35,10,7,534974
335,Toronto,Townhouse,1211,Rented,2987,2,3,2019-09-24,18,5070,450,54,264,2018-02-13,Yes,2.3,1,5,477335
336,Vancouver,Townhouse,1999,Rented,2325,3,3,2022-12-26,33,3283,754,77,271,2020-07-09,No,1.86,6,2,181338
337,Toronto,Apartment,3973,Rented,1887,1,3,2021-09-26,10,9872,722,27,32,2023-07-20,No,0.61,9,3,99055
338,Calgary,Apartment,1071,Vacant,2171,2,3,2023-09-04,13,3452,412,57,264,2017-01-31,No,0.5,19,8,276315
339,Halifax,Townhouse,2341,Vacant,1419,4,2,2021-10-09,10,6801,741,75,422,2019-04-14,No,0.35,11,5,639193
340,Winnipeg,House,1699,Vacant,372,2,1,2016-10-26,16,7223,730,17,41,2022-07-23,No,3.49,9,3,785375
341,Halifax,Condo,1868,Vacant,2527,2,2,2017-06-04,15,8773,607,55,45,2023-10-05,Yes,3.79,11,7,430419
342,Ottawa,House,1254,Vacant,2606,2,3,2023-05-27,30,5574,818,32,47,2019-01-23,Yes,4.68,7,9,711766
343,Toronto,Townhouse,1619,Vacant,760,4,1,2015-07-04,28,8304,102,87,384,2021-02-16,Yes,1.04,8,4,51117
344,Winnipeg,House,2833,Vacant,533,4,3,2020-11-16,29,10854,376,28,358,2019-06-03,Yes,1.53,4,6,543866
345,Ottawa,House,2269,Vacant,2474,1,3,2023-10-09,13,10007,862,61,75,2019-06-06,Yes,2.26,15,8,283782
346,Winnipeg,Townhouse,886,Rented,2520,2,3,2018-06-05,14,3208,152,63,5,2018-10-23,Yes,0.39,19,5,277729
347,Edmonton,Townhouse,3317,Rented,3754,4,2,2022-06-02,18,7912,927,78,144,2019-01-20,No,0.55,5,8,155522
348,Halifax,Apartment,3232,Rented,3211,1,1,2017-01-06,22,6318,422,10,153,2020-04-04,Yes,3.59,17,8,719372
349,Toronto,House,3914,Rented,2685,2,2,2021-02-18,27,10919,648,16,452,2017-10-15,Yes,1.06,9,1,674279
350,Winnipeg,Condo,2239,Vacant,2705,2,2,2015-09-27,25,8747,385,46,311,2017-05-26,No,0.52,16,5,82387
351,Ottawa,Apartment,3770,Rented,2221,2,1,2017-09-01,10,10574,336,92,254,2023-05-11,No,0.23,9,7,630016
352,Calgary,House,2369,Vacant,3745,3,1,2020-10-12,19,11742,903,62,273,2023-08-14,No,1.76,4,3,318442
353,Toronto,Apartment,1822,Vacant,1542,4,3,2019-08-31,24,7074,644,69,499,2019-12-17,No,0.12,1,4,563040
354,Edmonton,House,3298,Rented,2225,1,3,2019-06-19,15,5366,368,48,124,2017-09-10,Yes,2.63,4,9,794868
355,Vancouver,Condo,3370,Vacant,1734,2,1,2019-12-14,17,2781,887,92,376,2016-11-12,Yes,0.22,11,4,476959
356,Montreal,Apartment,1285,Vacant,724,4,2,2022-08-24,14,2585,457,78,139,2023-07-19,No,1.12,8,6,119579
357,Halifax,Condo,884,Rented,3188,2,2,2022-07-16,10,11754,348,98,78,2022-10-14,Yes,4.24,18,6,132123
358,Montreal,Townhouse,2578,Vacant,613,4,2,2021-11-18,16,10906,918,93,444,2017-06-11,No,1.38,15,5,692053
359,Vancouver,Apartment,2723,Vacant,2857,2,3,2016-05-10,19,8326,360,28,179,2021-09-15,Yes,2.21,19,4,622323
360,Calgary,House,2514,Rented,1865,1,1,2021-05-22,24,7758,957,62,78,2019-06-02,Yes,2.27,16,9,607904
361,Edmonton,Apartment,1188,Vacant,566,3,3,2021-02-20,23,8659,242,79,61,2022-01-29,Yes,1.55,2,8,322678
362,Montreal,House,1522,Rented,3417,3,1,2016-12-19,31,4804,989,47,109,2023-07-12,No,0.17,16,8,321642
363,Ottawa,Apartment,3793,Rented,1785,3,2,2015-02-07,17,3147,697,35,273,2019-02-17,No,4.78,15,3,269038
364,Montreal,Apartment,893,Rented,2225,3,3,2021-01-09,27,5637,102,37,224,2021-07-10,No,4.67,9,9,55941
365,Winnipeg,Condo,3437,Vacant,3617,1,2,2015-11-15,7,3192,889,30,361,2023-11-25,No,0.2,7,5,715544
366,Calgary,Condo,2315,Vacant,2199,3,2,2016-08-07,19,4553,105,63,133,2021-06-27,Yes,0.8,5,3,235065
367,Vancouver,House,1701,Rented,3561,2,3,2015-05-25,32,10202,459,91,425,2020-05-09,No,1.1,7,4,266795
368,Toronto,Condo,1227,Rented,3766,4,2,2020-09-13,11,10157,469,95,288,2015-12-08,Yes,0.5,16,2,299641
369,Halifax,Townhouse,1842,Rented,2974,1,3,2015-04-21,8,4466,451,35,267,2018-03-20,Yes,4.56,11,6,731980
370,Vancouver,Townhouse,3588,Rented,2814,1,2,2016-04-02,8,10999,273,28,21,2018-04-01,Yes,0.6,19,9,825712
371,Vancouver,Apartment,3612,Vacant,3460,3,3,2022-04-18,8,3570,198,66,99,2017-06-21,Yes,2.34,1,1,720806
372,Toronto,Condo,3960,Rented,2415,4,2,2020-02-26,18,9117,151,80,462,2021-10-23,No,3.91,1,1,147726
373,Calgary,Condo,965,Vacant,2279,3,3,2015-02-25,35,3678,208,37,46,2021-03-02,Yes,4.4,2,8,946217
374,Toronto,Apartment,3123,Rented,3407,1,2,2016-12-06,19,5303,498,3,100,2016-11-30,Yes,1.77,16,2,100903
375,Vancouver,Apartment,2255,Rented,3251,3,1,2016-04-27,10,9527,895,39,366,2023-06-30,Yes,3.45,0,7,915189
376,Toronto,Townhouse,2529,Rented,2621,3,1,2017-11-08,27,5235,664,64,28,2015-12-29,No,2.04,18,4,342364
377,Halifax,Condo,3902,Vacant,775,1,1,2019-06-12,11,9797,763,85,36,2018-04-07,No,1.7,16,3,560066
378,Calgary,House,866,Vacant,807,1,2,2020-02-15,14,10594,743,46,328,2017-05-04,Yes,4.0,6,7,397918
379,Winnipeg,Apartment,1251,Rented,1609,1,3,2020-06-23,11,4551,428,56,171,2020-08-21,No,4.92,19,3,836832
380,Vancouver,Townhouse,1176,Vacant,947,4,3,2016-06-24,24,4661,528,79,421,2022-10-19,Yes,4.71,3,5,375984
381,Winnipeg,House,2882,Vacant,3127,3,1,2018-10-22,19,4217,774,27,80,2022-01-17,Yes,0.35,16,9,96831
382,Ottawa,Townhouse,3859,Vacant,2907,3,2,2021-10-30,22,8374,812,5,474,2022-03-15,Yes,4.02,2,6,511891
383,Edmonton,Townhouse,3378,Vacant,1634,3,1,2018-09-21,6,6792,835,15,162,2018-06-30,Yes,0.02,2,6,797122
384,Montreal,Townhouse,3599,Rented,1152,1,1,2017-12-27,22,6338,254,80,133,2020-05-03,Yes,4.75,18,5,596474
385,Toronto,Apartment,1819,Rented,899,4,2,2018-05-15,16,6760,986,13,321,2016-09-12,No,3.63,11,8,963534
386,Winnipeg,Townhouse,1894,Rented,440,1,2,2015-01-09,10,10237,335,97,97,2019-05-29,No,4.46,2,8,666714
387,Montreal,Townhouse,3436,Rented,1633,2,1,2015-01-14,28,7332,426,68,273,2018-06-24,No,4.25,8,2,107115
388,Vancouver,Apartment,1522,Vacant,1111,3,1,2021-09-20,15,7050,456,79,54,2021-02-24,Yes,4.88,10,5,746943
389,Halifax,Apartment,1333,Vacant,2666,2,1,2018-01-10,10,5797,169,12,329,2017-01-28,Yes,0.63,4,7,564442
390,Vancouver,Apartment,856,Vacant,2126,3,3,2021-10-22,30,4061,973,3,319,2019-07-20,Yes,1.79,9,8,369810
391,Montreal,Apartment,821,Vacant,1416,2,1,2020-09-22,27,9630,548,20,288,2015-07-21,Yes,1.08,18,4,208781
392,Vancouver,Condo,2472,Rented,3353,1,1,2016-03-06,12,4487,297,94,188,2020-09-23,No,1.55,19,9,125377
393,Edmonton,Condo,2104,Vacant,3412,1,2,2018-06-20,21,3261,790,66,247,2020-12-27,No,4.37,7,4,606463
394,Ottawa,House,2642,Vacant,3485,4,2,2019-08-21,7,11659,339,47,191,2022-12-03,Yes,4.71,4,4,166748
395,Montreal,Apartment,2597,Vacant,3500,2,1,2017-06-28,16,4270,882,11,101,2018-06-06,Yes,1.51,18,6,441277
396,Ottawa,Condo,1495,Rented,420,2,3,2015-06-08,23,11786,733,15,212,2019-01-27,No,2.79,15,3,673457
397,Winnipeg,Townhouse,3273,Rented,3149,3,2,2016-01-27,35,10245,707,18,458,2023-06-24,No,1.52,18,7,960323
398,Montreal,Townhouse,1028,Rented,1495,2,1,2021-01-09,15,5732,459,93,316,2021-05-23,No,0.85,16,1,566358
399,Winnipeg,House,3497,Rented,3907,2,1,2017-03-01,21,10333,698,96,31,2018-08-25,Yes,0.2,4,6,461378
400,Calgary,Apartment,2722,Rented,3299,2,3,2021-10-07,13,8714,631,20,457,2016-05-18,No,1.58,13,7,371237
401,Winnipeg,Townhouse,1605,Rented,2067,4,3,2020-10-22,25,5546,875,19,497,2017-06-16,Yes,4.86,19,4,151563
402,Calgary,House,3149,Vacant,3786,2,1,2015-01-06,21,5394,673,22,119,2015-09-26,No,1.68,14,2,816002
403,Winnipeg,Apartment,1456,Vacant,1240,4,2,2017-06-21,30,9546,430,65,80,2015-11-04,Yes,1.61,12,1,928674
404,Halifax,Condo,3770,Vacant,1206,3,3,2020-04-09,26,4187,144,82,497,2019-03-29,No,1.48,19,7,188535
405,Edmonton,House,2451,Vacant,1533,3,3,2018-10-09,27,5373,263,74,409,2017-08-09,No,3.83,7,5,603621
406,Halifax,Apartment,1961,Rented,1281,1,1,2015-01-21,24,5544,616,41,92,2020-12-24,Yes,0.43,13,7,797440
407,Winnipeg,House,3041,Vacant,414,2,3,2016-10-23,28,8233,229,64,314,2023-01-31,Yes,0.18,12,9,527589
408,Vancouver,Apartment,2563,Vacant,1805,3,1,2020-03-14,22,4851,303,66,214,2017-08-22,Yes,4.11,10,5,959436
409,Winnipeg,Condo,1564,Rented,2427,4,1,2018-07-15,28,7770,969,36,19,2021-05-22,No,1.43,8,3,907305
410,Calgary,Apartment,3706,Vacant,2672,1,2,2019-07-02,15,9758,942,53,198,2023-09-14,Yes,0.69,10,2,878582
411,Calgary,Townhouse,1718,Rented,1657,2,2,2018-02-21,16,4273,842,26,178,2017-12-06,No,3.51,19,6,620300
412,Ottawa,House,2616,Vacant,3468,2,3,2023-05-30,32,5032,129,74,119,2021-02-14,No,2.57,7,6,57413
413,Toronto,House,3739,Vacant,1381,4,2,2017-09-10,32,4110,971,35,66,2023-04-23,Yes,2.4,10,3,913011
414,Ottawa,Townhouse,884,Rented,3705,4,3,2021-10-23,34,4742,483,15,218,2019-08-27,Yes,0.36,5,9,404054
415,Calgary,House,1406,Vacant,3241,3,1,2019-02-14,30,11272,109,34,83,2023-11-30,No,3.22,4,2,51108
416,Halifax,Townhouse,2192,Vacant,3587,3,1,2020-07-15,11,7978,356,49,200,2019-01-14,No,1.04,7,3,745009
417,Halifax,Condo,930,Rented,659,2,2,2015-10-18,14,11559,771,30,126,2019-08-19,No,0.4,7,6,404797
418,Halifax,House,2304,Vacant,1963,4,1,2023-04-19,6,10043,216,28,8,2016-01-24,No,1.29,11,5,371621
419,Montreal,Condo,3442,Rented,2370,1,2,2016-09-02,15,8610,830,47,246,2016-09-20,Yes,4.78,10,6,681141
420,Calgary,Townhouse,1838,Vacant,3136,4,2,2023-10-13,9,11830,814,63,359,2016-07-25,Yes,2.81,15,8,447887
421,Halifax,Condo,2929,Vacant,3270,4,2,2021-10-04,21,3128,266,23,136,2023-08-28,Yes,1.64,17,6,122901
